# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3860941	3862245	+					guaD		MPAO1_18185	1305		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3862299	3863078	-							MPAO1_18190	780		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3863075	3863431	-							MPAO1_18195	357		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3863453	3864802	+							MPAO1_18200	1350		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3865043	3865396	-					uraH		MPAO1_18205	354		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3865796	3866722	+					puuE		MPAO1_18210	927		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3866719	3867234	+					uraD		MPAO1_18215	516		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3867252	3868250	+					alc		MPAO1_18220	999		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3868305	3868814	+							MPAO1_18225	510		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3868863	3870140	+							MPAO1_18230	1278		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3870626	3871144	+					hcp		MPAO1_18235	519		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3871326	3873854	+					tssI		MPAO1_18240	2529		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3873851	3875560	+							MPAO1_18245	1710		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3875557	3876699	+							MPAO1_18250	1143		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3876712	3876972	+							MPAO1_18255	261		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3877655	3879022	+							MPAO1_18260	1368		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3879114	3879443	-							MPAO1_18265	330		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3879628	3880623	-					moaA		MPAO1_18270	996		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3880859	3881509	+							MPAO1_18275	651		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3881608	3881871	+							MPAO1_18280	264		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3881914	3882345	-							MPAO1_18285	432		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3882674	3884449	+					gcl		MPAO1_18290	1776		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3884545	3885327	+					hyi		MPAO1_18295	783		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3885402	3886292	+							MPAO1_18300	891		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3886589	3887854	+							MPAO1_18305	1266		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3887856	3889289	+					pyk		MPAO1_18310	1434		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3889656	3890570	+							MPAO1_18315	915		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3890636	3891487	+							MPAO1_18320	852		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3891474	3892100	+							MPAO1_18325	627		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3892224	3893879	+							MPAO1_18330	1656		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3894008	3895006	+							MPAO1_18335	999		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3895088	3895444	-							MPAO1_18340	357		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3895504	3896739	-					eutH		MPAO1_18345	1236		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3897086	3897862	+							MPAO1_18350	777		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3898047	3899456	+							MPAO1_18355	1410		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3899443	3900681	+							MPAO1_18360	1239		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3900702	3902117	+							MPAO1_18365	1416		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3902125	3903225	-							MPAO1_18370	1101		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3903239	3904606	-							MPAO1_18375	1368		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3904807	3905613	+							MPAO1_18380	807		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3905617	3906033	-							MPAO1_18385	417		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3906060	3907283	-					ccmI		MPAO1_18390	1224		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3906060	3907283	-	QPZ82929.1			c-type cytochrome biogenesis protein CcmI	ccmI		MPAO1_18390	1224	407	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3907280	3907747	-							MPAO1_18395	468		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3907280	3907747	-	QPZ82930.1			cytochrome c-type biogenesis protein CcmH			MPAO1_18395	468	155	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3907744	3908286	-							MPAO1_18400	543		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3908290	3910263	-							MPAO1_18405	1974		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3910264	3910752	-							MPAO1_18410	489		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3910264	3910752	-	QPZ82933.1			cytochrome c-type biogenesis protein CcmE			MPAO1_18410	489	162	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3910749	3910925	-							MPAO1_18415	177		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3910922	3911680	-							MPAO1_18420	759		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3911803	3912474	-							MPAO1_18425	672		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3912471	3913172	-							MPAO1_18430	702		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3912471	3913172	-	QPZ82937.1			cytochrome c biogenesis ATP-binding export protein CcmA			MPAO1_18430	702	233	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3913458	3914936	+							MPAO1_18435	1479		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3914933	3915268	+							MPAO1_18440	336		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3915369	3915923	+							MPAO1_18445	555		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3916031	3916327	+							MPAO1_18450	297		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3916393	3917130	-							MPAO1_18455	738		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3917264	3917986	-							MPAO1_18460	723		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3918046	3918462	-							MPAO1_18465	417		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3918553	3919524	-							MPAO1_18470	972		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3919633	3920319	+							MPAO1_18475	687		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3920347	3920754	-							MPAO1_18480	408		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3920785	3921264	-							MPAO1_18485	480		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3921310	3922200	-							MPAO1_18490	891		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3922292	3923080	-							MPAO1_18495	789		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3923175	3924065	-					motD		MPAO1_18500	891		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3924078	3924818	-							MPAO1_18505	741		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3924907	3926013	-							MPAO1_18510	1107		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3926067	3928328	-							MPAO1_18515	2262		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3928529	3929317	-							MPAO1_18520	789		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3929337	3929711	-							MPAO1_18525	375		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3929813	3930556	-							MPAO1_18530	744		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3930553	3931395	-							MPAO1_18535	843		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3931534	3932823	-					flhF		MPAO1_18540	1290		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3932907	3935030	-					flhA		MPAO1_18545	2124		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3935169	3936512	-							MPAO1_18550	1344		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3936545	3937804	-							MPAO1_18555	1260		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3937877	3939013	-					flhB		MPAO1_18560	1137		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3939016	3939792	-					fliR		MPAO1_18565	777		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3939792	3940061	-					fliQ		MPAO1_18570	270		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3940109	3940876	-					fliP		MPAO1_18575	768		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3940873	3941325	-							MPAO1_18580	453		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3941327	3941800	-					fliN		MPAO1_18585	474		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3941828	3942799	-					fliM		MPAO1_18590	972		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3942807	3943328	-					fliL		MPAO1_18595	522		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3943572	3944855	-							MPAO1_18600	1284		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3945043	3945630	+							MPAO1_18605	588		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3945642	3946049	+							MPAO1_18610	408		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3946058	3947503	-							MPAO1_18615	1446		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3947481	3948170	-							MPAO1_18620	690		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3948274	3951384	-							MPAO1_18625	3111		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3951381	3952538	-							MPAO1_18630	1158		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3952719	3953432	+							MPAO1_18635	714		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3953433	3955385	+							MPAO1_18640	1953		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3955492	3956097	-							MPAO1_18645	606		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3956229	3956471	+							MPAO1_18650	243		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3956461	3957180	-							MPAO1_18655	720		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3957631	3960339	-							MPAO1_18660	2709		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3960505	3960936	-							MPAO1_18665	432		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3961196	3962785	+							MPAO1_18670	1590		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3962751	3964367	-							MPAO1_18675	1617		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3964564	3964899	+							MPAO1_18680	336		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3964857	3965468	-							MPAO1_18685	612		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3965764	3967017	+							MPAO1_18690	1254		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3967021	3967914	-							MPAO1_18695	894		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3968121	3969080	+					speB		MPAO1_18700	960		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3969095	3969514	+							MPAO1_18705	420		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3969533	3971044	+							MPAO1_18710	1512		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3971138	3972529	+							MPAO1_18715	1392		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3972605	3974206	+							MPAO1_18720	1602		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3974220	3975602	+							MPAO1_18725	1383		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3975647	3976375	+							MPAO1_18730	729		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3976435	3976668	-							MPAO1_18735	234		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3976724	3977596	-							MPAO1_18740	873		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3977701	3978894	+							MPAO1_18745	1194		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3978854	3979765	-							MPAO1_18750	912		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3979971	3981062	-							MPAO1_18755	1092		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3981073	3982113	-							MPAO1_18760	1041		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3982107	3982343	-							MPAO1_18765	237		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3982323	3984746	+							MPAO1_18770	2424		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3984813	3985754	+							MPAO1_18775	942		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3985790	3986548	+							MPAO1_18780	759		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3986568	3988160	-							MPAO1_18785	1593		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3988694	3988921	+							MPAO1_18790	228		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3989052	3989684	-							MPAO1_18795	633		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3989777	3990442	+							MPAO1_18800	666		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3990520	3990927	+							MPAO1_18805	408		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3990955	3994242	-							MPAO1_18810	3288		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3994447	3995367	+							MPAO1_18815	921		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3995383	3995724	-							MPAO1_18820	342		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3995805	3996437	-							MPAO1_18825	633		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3996583	3998205	+							MPAO1_18830	1623		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3998232	3998648	-							MPAO1_18835	417		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3998664	3998918	-							MPAO1_18840	255		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	3999424	4000014	+					cysC		MPAO1_18845	591		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4000071	4001315	-							MPAO1_18850	1245		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4001316	4003091	-							MPAO1_18855	1776		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4003085	4004119	-							MPAO1_18860	1035		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4004305	4005789	-							MPAO1_18865	1485		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4005886	4006614	-							MPAO1_18870	729		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4006631	4008187	-							MPAO1_18875	1557		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4008334	4009602	-							MPAO1_18880	1269		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4009622	4010746	-							MPAO1_18885	1125		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4010770	4011783	-					galE		MPAO1_18890	1014		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4011935	4013740	-							MPAO1_18895	1806		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4014259	4016538	-							MPAO1_18900	2280		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4016522	4017013	-							MPAO1_18905	492		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4017374	4018339	-							MPAO1_18910	966		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4018431	4019264	+							MPAO1_18915	834		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4019354	4019716	-							MPAO1_18920	363		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4019859	4020392	-							MPAO1_18925	534		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4020528	4022261	+							MPAO1_18930	1734		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4022296	4023438	-							MPAO1_18935	1143		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4023653	4024159	-							MPAO1_18940	507		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4024268	4025536	+					fabF		MPAO1_18945	1269		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4026256	4028391	+							MPAO1_18950	2136		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4028384	4029085	+							MPAO1_18955	702		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4029588	4031453	-							MPAO1_18960	1866		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4031476	4032228	-							MPAO1_18965	753		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4032593	4034017	+							MPAO1_18970	1425		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4034300	4035136	+							MPAO1_18975	837		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4035303	4035563	+							MPAO1_18980	261		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4035560	4036330	+							MPAO1_18985	771		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4036526	4038967	-							MPAO1_18990	2442		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4039045	4039887	-							MPAO1_18995	843		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4039884	4040624	-							MPAO1_19000	741		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4040637	4040960	-							MPAO1_19005	324		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4041371	4042804	+							MPAO1_19010	1434		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4042787	4043680	-					rhtA		MPAO1_19015	894		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4043679	4044335	+							MPAO1_19020	657		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4044373	4044771	+							MPAO1_19025	399		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4044787	4045263	-							MPAO1_19030	477		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4045332	4046438	-							MPAO1_19035	1107		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4046461	4046841	-							MPAO1_19040	381		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4046988	4047413	+							MPAO1_19045	426		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4047450	4047863	+							MPAO1_19050	414		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4048033	4049244	+							MPAO1_19055	1212		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4049252	4050475	-							MPAO1_19060	1224		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4050493	4051242	-							MPAO1_19065	750		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4051417	4051767	-							MPAO1_19070	351		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4051950	4052657	-							MPAO1_19075	708		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4052723	4053415	+							MPAO1_19080	693		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4053499	4055046	+							MPAO1_19085	1548		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4055057	4056646	-							MPAO1_19090	1590		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4056830	4057624	-							MPAO1_19095	795		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4057720	4058178	-							MPAO1_19100	459		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4058630	4059538	+							MPAO1_19105	909		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4059741	4060487	+							MPAO1_19110	747		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4060484	4061152	+							MPAO1_19115	669		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4061149	4061883	+							MPAO1_19120	735		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4061961	4063634	+							MPAO1_19125	1674		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4063720	4064808	+							MPAO1_19130	1089		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4064904	4066805	+							MPAO1_19135	1902		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4066802	4068127	+							MPAO1_19140	1326		
gene	pseudogene	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4068170	4068374	+							MPAO1_19145	205		pseudo
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4068435	4069547	+							MPAO1_19150	1113		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4069742	4069948	+							MPAO1_19155	207		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4069954	4070577	-							MPAO1_19160	624		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4070702	4070902	-							MPAO1_19165	201		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4070903	4072450	+							MPAO1_19170	1548		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4072506	4073285	-							MPAO1_19175	780		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4073291	4073722	-							MPAO1_19180	432		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4073807	4074715	+							MPAO1_19185	909		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4074719	4076647	-							MPAO1_19190	1929		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4076739	4078286	-					ilvA		MPAO1_19195	1548		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4078283	4078690	-							MPAO1_19200	408		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4078956	4079468	-							MPAO1_19205	513		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4079528	4079860	-							MPAO1_19210	333		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4079989	4082187	-							MPAO1_19215	2199		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4082426	4083316	-							MPAO1_19220	891		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4083327	4083662	-							MPAO1_19225	336		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4083662	4084291	-							MPAO1_19230	630		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4084295	4086271	-							MPAO1_19235	1977		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4086278	4087273	-							MPAO1_19240	996		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4087313	4087687	+							MPAO1_19245	375		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4087900	4089441	-							MPAO1_19250	1542		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4089599	4090213	+							MPAO1_19255	615		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4090221	4090607	-							MPAO1_19260	387		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4090621	4091979	-							MPAO1_19265	1359		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4092087	4092998	+							MPAO1_19270	912		
